,SEGMENTO,SEGMENTO_II,SUBSEGMENTO,TIPO,TIPO_II,SUBTIPO,SUBTIPO_II,INGREDIENTES,SABOR,PRESENTACION,ENVASE,RECURSO,UNIDADES_EN_000
5266,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE,SIN PRESENTACION,SIN ENVASE,46,13.462
5267,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE,SIN PRESENTACION,SIN ENVASE,6022,2.787
5268,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE,SIN PRESENTACION,SIN ENVASE,6319,0.17300000000000001
5269,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE,SIN PRESENTACION,SIN ENVASE,7073,13.044
5270,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE,SIN PRESENTACION,SIN ENVASE,7231,0.063
5271,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE / CURCUMA,SIN PRESENTACION,SIN ENVASE,3604,0.074
5272,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/DURAZNO,SIN PRESENTACION,SIN ENVASE,7231,35.241
5273,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,100,1901.5149999999999
5274,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,111,17.618
5275,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,1470,117.561
5276,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,1733,0.012
5277,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,2199,3.899
5278,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,2203,0.34600000000000003
5279,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,221,4.034
5280,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,222,5.875
5281,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,225,25.308
5282,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,3254,0.506
5283,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,3316,0.013000000000000001
5284,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,3533,1.533
5285,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,46,14.81
5286,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,6012,5.313
5287,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,6022,1.074
5288,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,6031,0.916
5289,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,7017,0.20400000000000001
5290,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,7231,1.825
5291,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,7919,0.787
5292,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,7979,0.41100000000000003
5293,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/LIMON,SIN PRESENTACION,SIN ENVASE,930,0.812
5294,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,JENGIBRE/YERBA MATE,SIN PRESENTACION,SIN ENVASE,46,10.08
5295,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,KOMBUCHA,SIN PRESENTACION,SIN ENVASE,2805,0.215
5296,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,KOMBUCHA,SIN PRESENTACION,SIN ENVASE,3311,0.814
5297,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LEMON,SIN PRESENTACION,SIN ENVASE,1163,0.012
5298,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LEMON GINGER,SIN PRESENTACION,SIN ENVASE,7231,46.483
5299,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LICOR,SIN PRESENTACION,SIN ENVASE,46,15.898
5300,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LICOR,SIN PRESENTACION,SIN ENVASE,6031,0.08700000000000001
5301,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMA,SIN PRESENTACION,SIN ENVASE,302,3.157
5302,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMA,SIN PRESENTACION,SIN ENVASE,3438,0.0
5303,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMA,SIN PRESENTACION,SIN ENVASE,8069,0.729
5304,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMA LIMON,SIN PRESENTACION,SIN ENVASE,1263,0.899
5305,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMA LIMON,SIN PRESENTACION,SIN ENVASE,9225,0.888
5306,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,100,4819.04
5307,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,102,42.277
5308,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,104,0.613
5309,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,109,884.85
5310,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,143,99.172
5311,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,1470,5.689
5312,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,181,0.0
5313,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,2199,1.998
5314,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,2203,0.8069999999999999
5315,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,221,204.995
5316,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,222,25.614
5317,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,223,1.191
5318,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,225,159.799
5319,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,300,1.771
5320,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,301,13.377
5321,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,302,3.88
5322,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,32,0.075
5323,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,3254,0.33
5324,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,3311,0.23
5325,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,3533,0.462
5326,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,39,0.005
5327,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,4100,1.08
5328,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,5342,1.394
5329,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,6012,2.519
5330,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,6022,1.188
5331,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,6031,0.317
5332,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,6319,0.024
5333,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,7017,0.014
5334,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,7073,0.445
5335,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,7231,36.325
5336,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,7695,0.625
5337,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,7919,1.6300000000000001
5338,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,7979,0.46399999999999997
5339,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,8614,6054.214
5340,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON HIERBABUENA,SIN PRESENTACION,SIN ENVASE,102,37.661
5341,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON/GINSENG,SIN PRESENTACION,SIN ENVASE,4100,1.574
5342,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON/LAVANDA,SIN PRESENTACION,SIN ENVASE,6319,0.084
5343,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON/MORINGA,SIN PRESENTACION,SIN ENVASE,221,2.963
5344,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMONADA,SIN PRESENTACION,SIN ENVASE,7073,0.008
5345,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MACHIATTO,SIN PRESENTACION,SIN ENVASE,7919,0.007
5346,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANDARINA,SIN PRESENTACION,SIN ENVASE,143,110.559
5347,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANDARINA,SIN PRESENTACION,SIN ENVASE,7695,1.008
5348,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANDARINA MANGO,SIN PRESENTACION,SIN ENVASE,225,8.871
5349,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO,SIN PRESENTACION,SIN ENVASE,2203,0.001
5350,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO,SIN PRESENTACION,SIN ENVASE,225,4.091
5351,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO,SIN PRESENTACION,SIN ENVASE,302,0.313
5352,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO,SIN PRESENTACION,SIN ENVASE,3656,0.655
5353,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO,SIN PRESENTACION,SIN ENVASE,5856,0.0
5354,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO,SIN PRESENTACION,SIN ENVASE,7000,0.043000000000000003
5355,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO MARACUYA,SIN PRESENTACION,SIN ENVASE,222,0.274
5356,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANGO MARACUYA,SIN PRESENTACION,SIN ENVASE,7765,0.10400000000000001
5357,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA,SIN PRESENTACION,SIN ENVASE,1470,68.838
5358,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA,SIN PRESENTACION,SIN ENVASE,2203,0.0
5359,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA,SIN PRESENTACION,SIN ENVASE,221,0.45
5360,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA,SIN PRESENTACION,SIN ENVASE,225,602.399
5361,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA,SIN PRESENTACION,SIN ENVASE,2445,0.0
5362,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA,SIN PRESENTACION,SIN ENVASE,301,7.253
5363,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA,SIN PRESENTACION,SIN ENVASE,5342,1.264
5364,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA C/CARAMELO,SIN PRESENTACION,SIN ENVASE,7919,0.449
5365,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA CANELA,SIN PRESENTACION,SIN ENVASE,225,0.29
5366,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA CANELA,SIN PRESENTACION,SIN ENVASE,302,0.21
5367,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,100,1330.317
5368,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,143,0.001
5369,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,145,0.158
5370,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,221,57.525999999999996
5371,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,225,242.977
5372,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,300,0.126
5373,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,301,0.115
5374,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,5342,1.006
5375,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,7073,9.707
5376,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,851,0.888
5377,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA Y CANELA,SIN PRESENTACION,SIN ENVASE,8614,6.878
5378,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANA/ANIS,SIN PRESENTACION,SIN ENVASE,1470,40.997
5379,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANILLA,SIN PRESENTACION,SIN ENVASE,100,15703.608
5380,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANILLA,SIN PRESENTACION,SIN ENVASE,102,15.826
5381,SIN SEGMENTO,SIN SEGMENTO II,REGULAR,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,MANZANILLA,SIN PRESENTACION,SIN ENVASE,104,0.016
